symbol,price,timestamp
btc_usd,8554.92,1559347306186
eth_usd,268.51,1559347306347
eth_usd,268.53,1559347307348
eth_usd,268.35,1559347308348
btc_usd,8555.17,1559347309186
eth_usd,268.01,1559347309347
btc_usd,8554.86,1559347310186
btc_usd,8554.49,1559347311186
eth_usd,267.85,1559347311347
btc_usd,8554.24,1559347313186
btc_usd,8554.34,1559347314186
eth_usd,267.95,1559347314348
btc_usd,8552.78,1559347315186
eth_usd,267.96,1559347315348
eth_usd,268.0,1559347316347
eth_usd,267.98,1559347317348
eth_usd,267.89,1559347318348
btc_usd,8552.6,1559347319185
btc_usd,8552.41,1559347320185
eth_usd,267.91,1559347322348
btc_usd,8552.91,1559347324186
eth_usd,267.93,1559347324348
eth_usd,267.95,1559347325348
eth_usd,267.96,1559347326348
btc_usd,8554.35,1559347327186
eth_usd,267.97,1559347327348
eth_usd,268.0,1559347328348
btc_usd,8555.01,1559347329185
btc_usd,8555.03,1559347330186
eth_usd,268.01,1559347330348
btc_usd,8555.04,1559347331186
eth_usd,267.99,1559347332348
btc_usd,8555.32,1559347333186
eth_usd,267.98,1559347333348
btc_usd,8555.14,1559347334186
eth_usd,268.01,1559347334348
eth_usd,267.99,1559347335348
eth_usd,268.01,1559347336348
btc_usd,8555.67,1559347337186
eth_usd,268.02,1559347337348
btc_usd,8554.92,1559347338185
btc_usd,8554.63,1559347339186
btc_usd,8554.31,1559347341186
btc_usd,8555.06,1559347342186
btc_usd,8555.31,1559347343186
eth_usd,268.1,1559347345348
eth_usd,268.11,1559347346348
btc_usd,8555.88,1559347347185
btc_usd,8555.84,1559347350185
eth_usd,268.1,1559347350348
btc_usd,8556.03,1559347351186
btc_usd,8556.07,1559347352186
btc_usd,8556.02,1559347353186
eth_usd,268.08,1559347354348
btc_usd,8556.07,1559347356185
eth_usd,268.1,1559347358347
btc_usd,8556.2,1559347360186
eth_usd,268.09,1559347360348
btc_usd,8556.22,1559347361185
eth_usd,268.1,1559347361348
btc_usd,8556.24,1559347362186
btc_usd,8556.25,1559347363186
eth_usd,268.15,1559347363348
eth_usd,268.17,1559347364348
eth_usd,268.2,1559347367348
eth_usd,268.19,1559347368348
btc_usd,8556.38,1559347369186
eth_usd,268.2,1559347369348
eth_usd,268.21,1559347370348
eth_usd,268.24,1559347371347
btc_usd,8556.25,1559347372186
eth_usd,268.26,1559347372348
btc_usd,8555.59,1559347373186
eth_usd,268.29,1559347373348
btc_usd,8556.01,1559347374186
eth_usd,268.34,1559347374348
btc_usd,8555.83,1559347375186
eth_usd,268.39,1559347376348
btc_usd,8557.75,1559347377186
eth_usd,268.41,1559347377348
btc_usd,8558.53,1559347378186
eth_usd,268.43,1559347378348
btc_usd,8558.56,1559347380186
btc_usd,8558.12,1559347381186
eth_usd,268.42,1559347381347
btc_usd,8557.92,1559347382186
eth_usd,268.49,1559347382348
btc_usd,8557.5,1559347383185
eth_usd,268.42,1559347383348
btc_usd,8557.25,1559347384186
eth_usd,268.4,1559347384348
btc_usd,8557.24,1559347385186
eth_usd,268.39,1559347385348
eth_usd,268.41,1559347386348
btc_usd,8557.23,1559347387186
eth_usd,268.35,1559347387348
btc_usd,8557.91,1559347388186
eth_usd,268.37,1559347388348
eth_usd,268.35,1559347389348
eth_usd,268.33,1559347390348
btc_usd,8557.94,1559347391186
eth_usd,268.39,1559347391348
btc_usd,8557.19,1559347392185
eth_usd,268.34,1559347393348
eth_usd,268.32,1559347394348
eth_usd,268.3,1559347395348
eth_usd,268.29,1559347396348
btc_usd,8557.04,1559347397186
eth_usd,268.27,1559347397348
eth_usd,268.29,1559347398348
btc_usd,8556.99,1559347400186
eth_usd,268.28,1559347400348
btc_usd,8556.49,1559347401185
eth_usd,268.3,1559347401347
eth_usd,268.26,1559347403348
btc_usd,8556.34,1559347404186
eth_usd,268.24,1559347404348
btc_usd,8556.32,1559347405186
eth_usd,268.21,1559347405348
eth_usd,268.18,1559347408348
btc_usd,8556.12,1559347409186
btc_usd,8555.26,1559347410185
btc_usd,8555.24,1559347413186
eth_usd,268.21,1559347413348
eth_usd,268.25,1559347416348
eth_usd,268.28,1559347417348
btc_usd,8556.04,1559347418186
eth_usd,268.29,1559347418348
eth_usd,268.31,1559347419348
eth_usd,268.33,1559347421348
btc_usd,8556.46,1559347422186
eth_usd,268.38,1559347422348
btc_usd,8556.69,1559347423186
eth_usd,268.36,1559347423348
eth_usd,268.34,1559347425348
btc_usd,8557.08,1559347426186
eth_usd,268.4,1559347426348
btc_usd,8556.79,1559347427186
eth_usd,268.45,1559347427348
btc_usd,8558.13,1559347428185
eth_usd,268.42,1559347428348
btc_usd,8557.47,1559347429186
eth_usd,268.45,1559347429348
eth_usd,268.46,1559347431347
eth_usd,268.45,1559347432348
eth_usd,268.46,1559347433348
btc_usd,8557.12,1559347434186
eth_usd,268.47,1559347434348
eth_usd,268.4,1559347435348
eth_usd,268.41,1559347437348
btc_usd,8557.04,1559347438186
eth_usd,268.38,1559347438348
eth_usd,268.4,1559347439348
btc_usd,8557.14,1559347440186
eth_usd,268.42,1559347440348
eth_usd,268.41,1559347441347
eth_usd,268.42,1559347442348
eth_usd,268.32,1559347443348
eth_usd,268.33,1559347444348
btc_usd,8557.12,1559347445186
eth_usd,268.34,1559347445348
eth_usd,268.33,1559347448348
eth_usd,268.35,1559347450348
eth_usd,268.32,1559347451348
eth_usd,268.35,1559347452348
eth_usd,268.42,1559347456348
eth_usd,268.4,1559347457348
btc_usd,8557.14,1559347458186
eth_usd,268.39,1559347458348
eth_usd,268.38,1559347462348
btc_usd,8557.64,1559347463186
eth_usd,268.35,1559347464348
eth_usd,268.37,1559347465348
eth_usd,268.35,1559347466348
btc_usd,8557.79,1559347467186
eth_usd,268.34,1559347468348
eth_usd,268.33,1559347469348
btc_usd,8557.69,1559347472187
eth_usd,268.29,1559347473348
eth_usd,268.31,1559347474348
eth_usd,268.29,1559347475348
btc_usd,8557.0,1559347476186
eth_usd,268.26,1559347476348
btc_usd,8556.64,1559347477186
eth_usd,268.25,1559347478348
eth_usd,268.26,1559347479348
eth_usd,268.25,1559347480348
eth_usd,268.22,1559347482348
btc_usd,8556.63,1559347483186
eth_usd,268.21,1559347483348
btc_usd,8555.08,1559347484187
eth_usd,268.17,1559347484348
btc_usd,8554.31,1559347485186
eth_usd,268.14,1559347485348
btc_usd,8553.29,1559347486186
btc_usd,8552.61,1559347487186
eth_usd,268.11,1559347487348
btc_usd,8552.62,1559347488186
eth_usd,268.12,1559347488348
btc_usd,8552.59,1559347490186
eth_usd,268.11,1559347490348
eth_usd,268.05,1559347492348
btc_usd,8552.57,1559347494186
eth_usd,268.04,1559347494348
eth_usd,268.03,1559347495348
eth_usd,267.99,1559347497348
btc_usd,8552.56,1559347498186
eth_usd,267.97,1559347498348
btc_usd,8552.44,1559347499186
eth_usd,268.02,1559347499348
eth_usd,268.01,1559347500349
btc_usd,8552.38,1559347503186
eth_usd,267.97,1559347503348
eth_usd,267.99,1559347504348
eth_usd,268.03,1559347505348
eth_usd,268.02,1559347506348
eth_usd,268.01,1559347507348
btc_usd,8552.36,1559347508186
eth_usd,268.06,1559347508348
eth_usd,268.05,1559347509348
btc_usd,8551.87,1559347510186
eth_usd,268.08,1559347510348
btc_usd,8551.35,1559347511186
btc_usd,8550.85,1559347512186
eth_usd,268.13,1559347512348
btc_usd,8549.77,1559347513185
eth_usd,268.09,1559347513348
eth_usd,268.08,1559347514348
eth_usd,268.1,1559347515348
eth_usd,268.09,1559347516348
btc_usd,8549.75,1559347517186
eth_usd,268.16,1559347517348
btc_usd,8550.83,1559347518185
eth_usd,268.15,1559347518347
eth_usd,268.16,1559347520348
btc_usd,8550.6,1559347521186
eth_usd,268.17,1559347521347
eth_usd,268.14,1559347525348
btc_usd,8549.3,1559347526186
eth_usd,268.11,1559347526348
eth_usd,268.08,1559347527348
eth_usd,268.03,1559347528348
eth_usd,268.11,1559347529348
eth_usd,268.03,1559347530348
btc_usd,8549.15,1559347531186
eth_usd,268.01,1559347531347
eth_usd,267.99,1559347532348
btc_usd,8549.44,1559347533186
eth_usd,267.97,1559347533348
btc_usd,8549.15,1559347534186
eth_usd,267.96,1559347534348
btc_usd,8549.18,1559347535186
eth_usd,267.95,1559347535348
eth_usd,267.97,1559347537348
btc_usd,8549.08,1559347539186
eth_usd,267.96,1559347541348
btc_usd,8549.06,1559347542186
eth_usd,267.95,1559347542348
btc_usd,8548.38,1559347543186
btc_usd,8547.59,1559347544187
btc_usd,8547.5,1559347545185
eth_usd,267.94,1559347545348
eth_usd,267.92,1559347547348
eth_usd,267.9,1559347548348
btc_usd,8547.15,1559347549186
eth_usd,267.88,1559347550348
btc_usd,8546.0,1559347552186
eth_usd,267.84,1559347552353
btc_usd,8544.44,1559347553186
eth_usd,267.82,1559347553353
eth_usd,267.76,1559347554353
btc_usd,8542.25,1559347555186
eth_usd,267.75,1559347555353
btc_usd,8542.26,1559347556187
eth_usd,267.72,1559347556353
btc_usd,8541.24,1559347557186
btc_usd,8541.23,1559347559186
eth_usd,267.73,1559347559353
eth_usd,267.69,1559347561353
btc_usd,8541.53,1559347562186
eth_usd,267.74,1559347562352
btc_usd,8542.6,1559347563185
eth_usd,267.77,1559347563353
btc_usd,8542.65,1559347564187
eth_usd,267.76,1559347564353
btc_usd,8542.71,1559347565186
btc_usd,8542.93,1559347566186
eth_usd,267.78,1559347566353
eth_usd,267.88,1559347567352
btc_usd,8544.45,1559347568186
eth_usd,267.91,1559347568353
eth_usd,267.88,1559347569353
btc_usd,8545.31,1559347570186
btc_usd,8546.14,1559347571186
btc_usd,8548.35,1559347572185
btc_usd,8548.31,1559347573186
eth_usd,267.94,1559347574353
btc_usd,8548.32,1559347575186
eth_usd,267.95,1559347575353
btc_usd,8548.34,1559347576186
eth_usd,267.92,1559347576353
btc_usd,8548.27,1559347577186
eth_usd,267.96,1559347577352
btc_usd,8548.04,1559347579186
eth_usd,267.94,1559347579353
btc_usd,8547.99,1559347581185
btc_usd,8547.54,1559347582186
eth_usd,267.91,1559347582352
btc_usd,8547.48,1559347583186
eth_usd,267.89,1559347583353
btc_usd,8547.65,1559347584186
eth_usd,267.88,1559347584353
btc_usd,8547.61,1559347585186
btc_usd,8547.62,1559347586186
btc_usd,8547.55,1559347587186
btc_usd,8546.79,1559347588186
eth_usd,267.86,1559347588353
btc_usd,8547.15,1559347589186
eth_usd,267.87,1559347589353
btc_usd,8546.57,1559347590186
eth_usd,267.86,1559347590353
btc_usd,8546.75,1559347591186
eth_usd,267.85,1559347591353
eth_usd,267.84,1559347592353
btc_usd,8546.94,1559347593186
eth_usd,267.89,1559347593353
btc_usd,8546.76,1559347594186
eth_usd,267.87,1559347594353
btc_usd,8545.54,1559347595186
eth_usd,267.83,1559347595353
btc_usd,8545.5,1559347596186
eth_usd,267.74,1559347596353
btc_usd,8545.29,1559347597186
eth_usd,267.66,1559347597353
btc_usd,8544.97,1559347598186
btc_usd,8545.04,1559347599185
eth_usd,267.7,1559347599353
btc_usd,8544.84,1559347600186
eth_usd,267.68,1559347600353
btc_usd,8545.02,1559347601186
eth_usd,267.7,1559347601353
btc_usd,8545.05,1559347602186
eth_usd,267.65,1559347602353
btc_usd,8544.93,1559347603186
eth_usd,267.68,1559347603353
btc_usd,8545.0,1559347604186
eth_usd,267.69,1559347604353
btc_usd,8545.13,1559347605186
eth_usd,267.73,1559347605353
btc_usd,8546.03,1559347606185
eth_usd,267.68,1559347606353
eth_usd,267.69,1559347607352
btc_usd,8546.16,1559347608185
eth_usd,267.7,1559347608353
btc_usd,8547.24,1559347611186
eth_usd,267.71,1559347611353
btc_usd,8546.68,1559347612186
eth_usd,267.7,1559347612353
btc_usd,8547.21,1559347613186
eth_usd,267.69,1559347613353
btc_usd,8546.99,1559347614186
eth_usd,267.67,1559347614353
btc_usd,8546.45,1559347615186
eth_usd,267.65,1559347617353
btc_usd,8546.43,1559347618186
eth_usd,267.64,1559347619353
eth_usd,267.6,1559347620352
eth_usd,267.59,1559347621353
eth_usd,267.6,1559347622353
btc_usd,8546.44,1559347623186
eth_usd,267.63,1559347623353
eth_usd,267.62,1559347624353
btc_usd,8546.48,1559347625186
eth_usd,267.59,1559347625353
btc_usd,8546.49,1559347626185
btc_usd,8546.5,1559347628186
eth_usd,267.62,1559347628353
btc_usd,8547.4,1559347629186
eth_usd,267.61,1559347630353
btc_usd,8547.04,1559347631185
eth_usd,267.56,1559347632353
btc_usd,8547.05,1559347633186
eth_usd,267.57,1559347633352
eth_usd,267.52,1559347634353
btc_usd,8547.03,1559347635185
eth_usd,267.57,1559347635353
btc_usd,8547.02,1559347636186
eth_usd,267.52,1559347636352
btc_usd,8545.18,1559347637186
eth_usd,267.53,1559347637354
btc_usd,8545.16,1559347638186
eth_usd,267.45,1559347638353
btc_usd,8546.05,1559347639186
eth_usd,267.41,1559347639353
btc_usd,8545.88,1559347640186
eth_usd,267.38,1559347640353
btc_usd,8545.54,1559347641186
eth_usd,267.3,1559347641353
btc_usd,8545.1,1559347642186
eth_usd,267.24,1559347642353
eth_usd,267.22,1559347643353
btc_usd,8544.51,1559347644186
eth_usd,267.13,1559347644353
btc_usd,8543.77,1559347646186
eth_usd,267.15,1559347646352
btc_usd,8543.12,1559347647186
eth_usd,267.08,1559347647353
btc_usd,8545.07,1559347648186
eth_usd,267.07,1559347648353
btc_usd,8544.78,1559347649187
btc_usd,8545.09,1559347650185
eth_usd,267.06,1559347650353
eth_usd,267.04,1559347651353
btc_usd,8545.07,1559347652186
eth_usd,267.02,1559347652353
btc_usd,8544.54,1559347653186
eth_usd,266.95,1559347653353
btc_usd,8541.24,1559347654186
eth_usd,266.86,1559347654353
btc_usd,8540.95,1559347655185
eth_usd,266.84,1559347655353
btc_usd,8538.89,1559347656186
eth_usd,266.8,1559347656353
btc_usd,8539.1,1559347657186
eth_usd,266.84,1559347657352
eth_usd,266.83,1559347658353
eth_usd,266.78,1559347659353
eth_usd,266.77,1559347660353
btc_usd,8538.85,1559347661186
btc_usd,8538.79,1559347662186
eth_usd,266.76,1559347663353
eth_usd,266.74,1559347664354
eth_usd,266.73,1559347665353
btc_usd,8538.54,1559347666186
eth_usd,266.71,1559347667353
btc_usd,8537.49,1559347670186
eth_usd,266.75,1559347670353
btc_usd,8537.24,1559347671186
eth_usd,266.72,1559347671353
btc_usd,8534.47,1559347672186
eth_usd,266.69,1559347672353
btc_usd,8537.24,1559347673186
eth_usd,266.74,1559347673353
btc_usd,8537.21,1559347674186
eth_usd,266.73,1559347674353
btc_usd,8535.51,1559347675186
eth_usd,266.75,1559347675353
eth_usd,266.73,1559347676353
btc_usd,8535.55,1559347677186
eth_usd,266.7,1559347677353
btc_usd,8535.58,1559347678186
eth_usd,266.68,1559347678353
btc_usd,8534.71,1559347679186
eth_usd,266.66,1559347679353
btc_usd,8528.45,1559347680186
eth_usd,266.68,1559347680353
eth_usd,266.66,1559347681353
btc_usd,8530.82,1559347682186
eth_usd,266.64,1559347682353
btc_usd,8530.01,1559347683186
eth_usd,266.61,1559347683353
btc_usd,8526.86,1559347684186
btc_usd,8522.86,1559347685186
eth_usd,266.63,1559347685353
eth_usd,266.62,1559347686353
btc_usd,8523.71,1559347687186
eth_usd,266.55,1559347687353
btc_usd,8526.12,1559347688186
eth_usd,266.51,1559347688353
btc_usd,8526.88,1559347689185
eth_usd,266.5,1559347689353
btc_usd,8529.62,1559347690186
eth_usd,266.54,1559347690353
eth_usd,266.53,1559347691353
btc_usd,8529.65,1559347692186
eth_usd,266.58,1559347692353
btc_usd,8531.31,1559347693186
eth_usd,266.62,1559347693352
btc_usd,8532.14,1559347694186
eth_usd,266.74,1559347694353
btc_usd,8532.92,1559347695186
eth_usd,266.73,1559347695353
eth_usd,266.75,1559347696353
btc_usd,8534.68,1559347697186
eth_usd,266.77,1559347697353
btc_usd,8539.22,1559347698185
eth_usd,266.8,1559347698353
eth_usd,266.78,1559347699353
eth_usd,266.74,1559347700353
btc_usd,8539.35,1559347701187
eth_usd,266.8,1559347701353
btc_usd,8539.42,1559347702186
eth_usd,266.78,1559347702353
btc_usd,8537.63,1559347703186
eth_usd,266.77,1559347703353
btc_usd,8537.64,1559347704186
eth_usd,266.75,1559347704353
btc_usd,8537.15,1559347705186
eth_usd,266.76,1559347705352
btc_usd,8537.11,1559347706186
btc_usd,8535.8,1559347707185
eth_usd,266.77,1559347707353
btc_usd,8535.3,1559347708186
eth_usd,266.74,1559347708353
btc_usd,8535.25,1559347709186
eth_usd,266.75,1559347709353
btc_usd,8535.2,1559347710186
btc_usd,8534.12,1559347711187
btc_usd,8533.16,1559347712186
eth_usd,266.8,1559347712353
btc_usd,8533.49,1559347713186
eth_usd,266.79,1559347713353
eth_usd,266.78,1559347714353
btc_usd,8533.62,1559347715186
eth_usd,266.83,1559347715353
btc_usd,8533.72,1559347716185
eth_usd,266.82,1559347716353
btc_usd,8534.02,1559347717186
eth_usd,266.85,1559347717353
btc_usd,8534.1,1559347719185
eth_usd,266.84,1559347719353
btc_usd,8533.97,1559347720186
eth_usd,266.86,1559347720355
btc_usd,8534.72,1559347723186
eth_usd,266.83,1559347723353
btc_usd,8534.7,1559347724186
eth_usd,266.82,1559347724353
btc_usd,8535.76,1559347725185
eth_usd,266.8,1559347725353
btc_usd,8535.72,1559347726186
eth_usd,266.78,1559347726353
btc_usd,8534.51,1559347727186
eth_usd,266.77,1559347727352
btc_usd,8534.88,1559347728186
eth_usd,266.73,1559347728353
btc_usd,8533.94,1559347729186
eth_usd,266.72,1559347729353
btc_usd,8533.9,1559347730186
btc_usd,8533.92,1559347731186
btc_usd,8533.89,1559347732186
eth_usd,266.76,1559347732352
eth_usd,266.75,1559347733353
btc_usd,8533.7,1559347734186
btc_usd,8533.75,1559347735186
eth_usd,266.74,1559347735353
btc_usd,8533.76,1559347736186
eth_usd,266.72,1559347736353
btc_usd,8533.75,1559347737186
eth_usd,266.71,1559347737354
btc_usd,8533.39,1559347738186
eth_usd,266.68,1559347739353
btc_usd,8533.4,1559347740186
eth_usd,266.74,1559347740353
eth_usd,266.67,1559347741353
eth_usd,266.65,1559347742353
btc_usd,8534.14,1559347743185
eth_usd,266.66,1559347744353
btc_usd,8534.02,1559347745185
btc_usd,8533.49,1559347746186
btc_usd,8533.67,1559347747186
eth_usd,266.62,1559347748353
eth_usd,266.61,1559347749353
eth_usd,266.6,1559347750353
btc_usd,8532.79,1559347752185
eth_usd,266.59,1559347752353
btc_usd,8532.78,1559347754186
eth_usd,266.57,1559347754353
eth_usd,266.53,1559347755353
btc_usd,8532.77,1559347756186
eth_usd,266.5,1559347756353
btc_usd,8532.66,1559347757186
btc_usd,8531.46,1559347758186
eth_usd,266.48,1559347758353
btc_usd,8531.74,1559347759186
eth_usd,266.44,1559347759353
btc_usd,8529.85,1559347761185
eth_usd,266.37,1559347762353
eth_usd,266.33,1559347763353
eth_usd,266.26,1559347764353
btc_usd,8529.79,1559347765186
btc_usd,8529.07,1559347766186
eth_usd,266.27,1559347766353
btc_usd,8529.79,1559347768185
eth_usd,266.26,1559347768352
btc_usd,8530.37,1559347769186
eth_usd,266.27,1559347769353
btc_usd,8530.91,1559347774186
btc_usd,8529.76,1559347777186
btc_usd,8529.31,1559347778186
btc_usd,8529.68,1559347779185
eth_usd,266.29,1559347779353
btc_usd,8528.97,1559347780186
eth_usd,266.27,1559347780353
btc_usd,8528.57,1559347782187
btc_usd,8528.27,1559347783186
eth_usd,266.29,1559347783353
eth_usd,266.34,1559347786353
btc_usd,8528.29,1559347787186
eth_usd,266.37,1559347787353
btc_usd,8528.44,1559347788185
eth_usd,266.4,1559347788353
eth_usd,266.45,1559347789353
btc_usd,8529.1,1559347790186
eth_usd,266.48,1559347790353
btc_usd,8528.79,1559347791186
eth_usd,266.47,1559347791353
btc_usd,8529.32,1559347792186
eth_usd,266.54,1559347794353
btc_usd,8529.33,1559347795186
eth_usd,266.66,1559347795353
eth_usd,266.65,1559347796353
eth_usd,266.67,1559347797353
btc_usd,8530.47,1559347798186
eth_usd,266.69,1559347798353
btc_usd,8529.95,1559347799186
eth_usd,266.64,1559347799353
btc_usd,8529.34,1559347800186
eth_usd,266.62,1559347800353
eth_usd,266.65,1559347802353
btc_usd,8529.35,1559347803186
eth_usd,266.67,1559347804353
eth_usd,266.69,1559347805353
eth_usd,266.67,1559347806353
eth_usd,266.69,1559347807352
btc_usd,8529.34,1559347808186
eth_usd,266.71,1559347808353
btc_usd,8529.32,1559347809186
eth_usd,266.67,1559347809353
eth_usd,266.66,1559347810353
eth_usd,266.67,1559347811353
btc_usd,8529.31,1559347812186
eth_usd,266.58,1559347812353
btc_usd,8529.3,1559347813186
eth_usd,266.59,1559347813353
eth_usd,266.62,1559347814353
eth_usd,266.61,1559347815353
btc_usd,8529.31,1559347816186
eth_usd,266.56,1559347818353
btc_usd,8529.34,1559347819186
btc_usd,8529.52,1559347820186
eth_usd,266.59,1559347820353
btc_usd,8529.58,1559347821186
eth_usd,266.6,1559347821353
btc_usd,8530.26,1559347822185
eth_usd,266.58,1559347822353
btc_usd,8530.51,1559347823186
eth_usd,266.57,1559347823353
btc_usd,8532.98,1559347824185
btc_usd,8532.99,1559347825185
eth_usd,266.58,1559347826353
btc_usd,8533.02,1559347828186
eth_usd,266.56,1559347828353
btc_usd,8533.01,1559347829186
eth_usd,266.52,1559347829353
btc_usd,8532.99,1559347830186
btc_usd,8532.95,1559347831186
eth_usd,266.53,1559347831353
btc_usd,8532.93,1559347832186
eth_usd,266.5,1559347832353
btc_usd,8532.6,1559347833186
eth_usd,266.53,1559347833353
btc_usd,8532.54,1559347834186
btc_usd,8532.59,1559347835186
btc_usd,8532.57,1559347836186
eth_usd,266.54,1559347836353
btc_usd,8532.37,1559347837186
eth_usd,266.56,1559347838353
btc_usd,8532.64,1559347840187
eth_usd,266.58,1559347840353
btc_usd,8532.13,1559347841185
btc_usd,8532.4,1559347842185
btc_usd,8533.15,1559347843186
eth_usd,266.59,1559347843353
btc_usd,8532.19,1559347844186
btc_usd,8532.05,1559347845186
eth_usd,266.6,1559347845353
eth_usd,266.59,1559347846352
btc_usd,8532.53,1559347847185
eth_usd,266.57,1559347847354
btc_usd,8532.61,1559347848186
btc_usd,8532.54,1559347849186
eth_usd,266.59,1559347849353
btc_usd,8532.57,1559347850185
eth_usd,266.61,1559347850353
btc_usd,8532.33,1559347851186
eth_usd,266.58,1559347851353
btc_usd,8532.52,1559347852185
btc_usd,8532.49,1559347853186
eth_usd,266.59,1559347853352
btc_usd,8532.18,1559347855186
btc_usd,8531.97,1559347856186
btc_usd,8531.71,1559347857186
eth_usd,266.58,1559347857353
eth_usd,266.57,1559347858353
btc_usd,8531.53,1559347860185
btc_usd,8531.79,1559347862185
eth_usd,266.56,1559347862353
eth_usd,266.55,1559347863353
eth_usd,266.54,1559347865353
btc_usd,8531.44,1559347866186
eth_usd,266.53,1559347866353
eth_usd,266.5,1559347867353
eth_usd,266.49,1559347868353
btc_usd,8531.02,1559347869185
eth_usd,266.48,1559347869353
btc_usd,8530.33,1559347871186
eth_usd,266.46,1559347871353
btc_usd,8530.07,1559347872186
btc_usd,8530.42,1559347873186
btc_usd,8528.28,1559347874186
btc_usd,8527.58,1559347875186
eth_usd,266.4,1559347875353
btc_usd,8526.33,1559347876186
eth_usd,266.36,1559347876353
btc_usd,8523.97,1559347877186
eth_usd,266.35,1559347877353
btc_usd,8521.63,1559347878185
eth_usd,266.33,1559347878353
btc_usd,8521.48,1559347879186
eth_usd,266.29,1559347879353
btc_usd,8520.2,1559347881186
eth_usd,266.28,1559347881353
btc_usd,8520.33,1559347882186
eth_usd,266.26,1559347882353
btc_usd,8520.26,1559347883186
eth_usd,266.27,1559347883353
btc_usd,8520.01,1559347885186
eth_usd,266.26,1559347885353
btc_usd,8519.76,1559347886185
eth_usd,266.25,1559347886353
btc_usd,8519.45,1559347887185
eth_usd,266.24,1559347887353
eth_usd,266.04,1559347888353
eth_usd,266.12,1559347889353
